CID,CCS [A^2],Adduct,Additional_Info,Source,Reference,SMILES
145458803,207,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)N
154573197,204.7,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)[C@@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(=O)O)N
18927973,215.4,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N
13239537,214.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)CN
89226047,204.6,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C(C[C@@H](C(=O)NCC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)N)CN=C(N)N
123811,205.9,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C(C[C@@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O)NC(=O)CN)CN=C(N)N
101375993,217.1,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C1=CC=C(C=C1)C[C@@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N
7904,227.2,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(=O)OC=C
89226047,203.5,[M+Na]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C(C[C@@H](C(=O)NCC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)N)CN=C(N)N
123811,208.2,[M+Na]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C(C[C@@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O)NC(=O)CN)CN=C(N)N
154573198,228.3,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)O)N
154573199,219,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C(CCN)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)N
154573200,228.7,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCSC)N
154573201,220.1,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CSCC[C@@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)N
89226047,205.4,[M+K]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C(C[C@@H](C(=O)NCC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)N)CN=C(N)N
123811,210.4,[M+K]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C(C[C@@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O)NC(=O)CN)CN=C(N)N
154573202,231,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)N
154573203,232.5,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](C(C)C)N
154573199,232.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C(CCN)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)N
154573204,225,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CC(=O)N)N
101105,239.6,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCOC(=O)C(C1NC(CS1)C(=O)O)C2=CC=CC=C2
154573205,243.9,[M+Na]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)O)N
154573205,218.9,[M+Na]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)O)N
154573206,233.4,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@H](C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@H](CCC(=O)O)N)O
154573207,245,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CCSC)C(=O)NCC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N
154573208,241.4,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCC(=O)N)N
154573209,238.6,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@H](CC(C)C)N
101094976,238.3,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O)N
154573210,237.3,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N
154573211,254.7,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H](C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)N
154573211,249.3,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H](C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)N
154573212,245.5,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)CN
154573213,249,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)N
154573214,252.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C[C@@H](C)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N
154573215,252.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CS)N
154573216,249,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)N
154573217,254,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@H](C[C@@H](C(=O)N1CCC[C@H](C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)N)N)O
154573218,248.1,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)N
154573219,261.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)N
154573219,254,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)N
154573220,258.5,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CCCCN)C(=O)O)N
154573221,257.2,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(=O)N)N
154573222,254.1,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)N
154573223,249.4,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(=O)O)N
154573224,262.2,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C[C@@H](C)O)N
154573225,269.9,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)CN
154573226,258.4,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CO)N
154573227,256.6,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N
154573228,272.2,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@@H]2CCCN(C2)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)N)N
154573229,275.5,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN(C2)C(=O)[C@H](CCC(=O)N)N
154573230,275.6,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)C[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N
154573231,280.4,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](C[C@@H](C)O)C(=O)N1CCC[C@H](C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C[C@@H](C)O)N
154573231,269.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](C[C@@H](C)O)C(=O)N1CCC[C@H](C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C[C@@H](C)O)N
154573231,258.4,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](C[C@@H](C)O)C(=O)N1CCC[C@H](C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C[C@@H](C)O)N
154573232,273.3,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CN=CN1)N
154573233,276.6,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@H](C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C[C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N)O
154573234,272.4,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC2=CC=C(C=C2)O)N
154573235,283.5,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@H](C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N)O
154573236,275.2,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@H](C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC1=CC=C(C=C1)O)N)O
154573237,291.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)N
154573238,291.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(=O)O)N
154573237,277.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)N
154573238,277.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(=O)O)N
154573239,281.3,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@H](C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](C)N)O
154573240,281.6,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](C[C@@H](C)O)N
154573241,279,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@H](C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@H](C)N)O
154573242,285.9,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](C(C)CC)C(=O)N[C@@H](CCCCN)C(=O)O)N
154573243,285.7,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N
154573244,295.5,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC2=CC=CC=C2)N
154573245,283.8,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C1C[C@H](CN(C1)C(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)N)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O
154573246,294.2,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N1CCC[C@H](C1)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H](C2)C(=O)N[C@@H](CCCCN)C(=O)N3CCC[C@H](C3)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(=O)O)N
154573247,291.7,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)N
154573248,300,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N1CCC[C@H](C1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)N
154573249,295.7,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@H](C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)N)O
154573250,305,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)N
154573251,291.2,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,CCC(C)[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N
154573252,300.7,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@H](C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)N)O
25115984,305.9,[M+H]+,"CCS Type: DT, Method: stepped-field",CCSbase,https://pubs.acs.org/doi/abs/10.1021/ac4038448,C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCC(=O)O)N
